gene_name	significant	logpval	difference	tstat
Caskin2	NA	0.00618909	0.0126316	0.0162422
Pip4k2b	NA	0.0131657	0.0125759	0.0299675
Arl6ip1	NA	0.0224868	0.012485	0.0433989
Spryd7	NA	0.0318258	0.0124416	0.0532952
Fam57b	NA	0.0102808	0.012305	0.0246467
Sema4d	NA	0.00836926	0.0122058	0.0208483
Meaf6	NA	0.0156563	0.0120607	0.0336428
Nol12	NA	0.0200881	0.0120492	0.0398665
Eif1a	NA	0.015105	0.0119882	0.0327407
Ddx3x	NA	0.0307369	0.0118382	0.0511757
LOC100862455	NA	0.00866369	0.0111669	0.0211021
Thap1	NA	0.0116715	0.0110861	0.026564
Cstf1	NA	0.0220431	0.0106491	0.0404559
Ctnnbip1	NA	0.0398105	0.0103692	0.054679
Hacl1	NA	0.00398025	0.01031	0.0107623
Top1mt	NA	0.0115237	0.0102808	0.0258306
Zfp180	NA	0.0189834	0.0101717	0.0362697
Smg1	NA	0.0153046	0.0100692	0.0313992
AA543186	NA	0.00845366	0.00994004	0.0202267
Edf1	NA	0.0121032	0.00993339	0.0265367
Csnk1a1	NA	0.0283781	0.00980481	0.0450754
Surf1	NA	0.0197356	0.00978072	0.0366275
Fam20b	NA	0.0150633	0.00948866	0.030487
Snx19	NA	0.00821455	0.00939822	0.0195484
Hmces	NA	0.0245851	0.00923347	0.0406334
Abhd14a	NA	0.0221049	0.00905915	0.0379873
Fam69a	NA	0.00929385	0.0089674	0.0212746
Yars2	NA	0.0137201	0.0087357	0.0278919
1810043H04Rik	NA	0.0142302	0.00853666	0.0283624
Bnip1	NA	0.0341826	0.00837672	0.0455615
Gm17484	NA	0.00387884	0.00835332	0.0102717
Tnfsf13b	NA	0.00421635	0.00834082	0.0110415
Apex2	NA	0.00456451	0.00825916	0.0118034
Mfsd7b	NA	0.00697278	0.00823343	0.0167199
Fli1	NA	0.0188298	0.00815264	0.0331699
Frmd8	NA	0.016064	0.0080624	0.0300289
Ifnar2	NA	0.0126851	0.00783324	0.025554
Eif4e2	NA	0.0118111	0.00770624	0.0242324
Polrmt	NA	0.00795943	0.00766007	0.0182295
Zfp598	NA	0.0107768	0.00733232	0.0224172
Gm9484	NA	0.00330293	0.00732986	0.00878364
Fxyd4	NA	0.00491102	0.00699912	0.0122243
ATP8	NA	0.0023648	0.0068823	0.00647931
Rtf1	NA	0.0229748	0.00669599	0.0337209
Snapc1	NA	0.0155517	0.00661333	0.0272515
Rprd1a	NA	0.0124781	0.00659756	0.023835
Pskh1	NA	0.0154081	0.00659581	0.027076
Brf2	NA	0.00561477	0.00651165	0.0134303
Ubr1	NA	0.0142736	0.00631825	0.025445
Rbm25	NA	0.0278862	0.00630021	0.0356333
Ffar1	NA	0.00284484	0.00622335	0.00755581
Erp29	NA	0.0163682	0.00615017	0.0271916
Mrpl30	NA	0.00832029	0.00611575	0.0177444
Cpsf6	NA	0.0181031	0.00601482	0.0284005
Psmd6	NA	0.00689018	0.00567484	0.0151856
Ddx55	NA	0.00715207	0.00562922	0.015566
BC004004	NA	0.0114102	0.00560908	0.0212315
Gorasp1	NA	0.00444727	0.00551911	0.0107949
Dnajb12	NA	0.013666	0.00535742	0.0231662
Shb	NA	0.00264904	0.00530416	0.00695893
Qk	NA	0.0157081	0.00517408	0.0245759
Kif5b	NA	0.0221507	0.00495863	0.028231
Tra2b	NA	0.0255973	0.0046006	0.0285831
Mrps6	NA	0.00721647	0.00444833	0.0145886
Arpc3	NA	0.00960085	0.00436441	0.0173518
Wipf1	NA	0.00534853	0.00434597	0.01176
Pip4k2a	NA	0.00729477	0.00428748	0.0145138
Itfg3	NA	0.00425224	0.00415099	0.00980304
Borcs5	NA	0.00165561	0.00384409	0.00443366
Plcd4	NA	0.00173107	0.00353669	0.00456356
Ppil3	NA	0.00387004	0.00352913	0.00877869
Rbm41	NA	0.00202361	0.00338084	0.00518419
Fam204a	NA	0.00795247	0.00335594	0.0139596
Lsg1	NA	0.00486379	0.00321571	0.0100739
5730455P16Rik	NA	0.00717942	0.00317013	0.0128457
Pmm1	NA	0.00509502	0.00315344	0.0103302
Rmnd5a	NA	0.00265828	0.00311844	0.00639052
Nkiras2	NA	0.00330269	0.00289094	0.00741822
Smco3	NA	0.00210507	0.0028884	0.00521832
Pkd1l3	NA	0.00180421	0.00284318	0.00458081
Papola	NA	0.0107525	0.00235701	0.0136117
Wdr53	NA	0.00290883	0.00233591	0.00638813
Ythdf3	NA	0.00336631	0.00229839	0.00705049
Gys1	NA	0.00307458	0.00228779	0.00660808
Spi1	NA	0.00492798	0.0022258	0.0089116
Prcc	NA	0.00212183	0.00222081	0.00498001
Wdr24	NA	0.00145633	0.00215332	0.00365999
Anp32a	NA	0.00537646	0.00198428	0.00892059
Usp34	NA	0.00795736	0.00192277	0.0106587
Itga5	NA	0.00125943	0.00185007	0.00316222
Spop	NA	0.0032945	0.00181584	0.00642955
Efhd2	NA	0.00561337	0.00173247	0.00855894
Tob2	NA	0.00347802	0.00173155	0.00653889
Eno1	NA	0.00304307	0.0016406	0.00589332
Acox1	NA	0.00158227	0.00157595	0.00367352
Rangrf	NA	0.00210117	0.0014992	0.0044642
Osm	NA	7.3814e-4	9.8e-4	0.00182112
Rab12	NA	0.00153311	8.58426e-4	0.0030126
Desi2	NA	0.00195276	7.69178e-4	0.00334183
Xkr8	NA	2.83453e-4	5.43406e-4	7.42039e-4
Icam1	NA	1.70139e-4	1.50879e-4	3.84451e-4
Dr1	NA	2.45e-5	1.84e-5	5.3e-5
E430024P14Rik	NA	0	0	0
Gm12996	NA	0	0	0
Lyst	NA	0	0	0
Clec4a2	NA	0	0	0
Gm16754	NA	0	0	0
Nlrx1	NA	0	0	0
Gm15564	NA	0	0	0
Chd7	NA	0	0	0
Papln	NA	0	0	0
1300017J02Rik	NA	0	0	0
Gm47794	NA	0	0	0
Il17re	NA	0	0	0
BC065403	NA	0	0	0
Ccl17	NA	0	0	0
Usp17la	NA	0	0	0
Itih4	NA	0	0	0
Actg2	NA	0	0	0
Cyp2s1	NA	0	0	0
Atp2c2	NA	0	0	0
Fat2	NA	0	0	0
Gm34481	NA	0	0	0
Crtc2	NA	0	0	0
Gm12319	NA	0	0	0
Mgst1	NA	0	0	0
Tusc2	NA	1.78357e-4	-2.19067e-4	-4.33741e-4
Dnajc5	NA	8.66629e-4	-3.6327e-4	-0.00152411
Kctd15	NA	3.90566e-4	-4.7332e-4	-9.47088e-4
Ccdc14	NA	5.35677e-4	-6.7246e-4	-0.00130785
Exoc3	NA	0.00179202	-8.90056e-4	-0.00337011
Usp9x	NA	0.00208616	-0.00100251	-0.00387326
Taf4a	NA	6.72236e-4	-0.00110086	-0.00171909
Nans	NA	0.00236401	-0.00120183	-0.00448308
Trmt10a	NA	0.00371067	-0.00125913	-0.00592923
Adam8	NA	0.00106249	-0.0013684	-0.00260562
Sec31a	NA	0.00342916	-0.00143814	-0.00602175
4930519L02Rik	NA	0.00111918	-0.00172557	-0.00283333
Batf2	NA	0.00111918	-0.00172557	-0.00283333
Aoc2	NA	9.2855e-4	-0.00182418	-0.00243729
Pms2	NA	0.00251	-0.00184655	-0.00537933
Gm15510	NA	0.00153614	-0.00191848	-0.00374325
Cacna1c	NA	0.00153614	-0.00191848	-0.00374325
Ino80dos	NA	0.00153614	-0.00191848	-0.00374325
Tmem88b	NA	0.00153614	-0.00191848	-0.00374325
Podxl2	NA	0.00153614	-0.00191848	-0.00374325
Csf1	NA	0.00184806	-0.00192253	-0.00433259
Cpeb2	NA	0.00278152	-0.00225409	-0.00612436
Tbcb	NA	0.00542239	-0.00254591	-0.00995389
Camsap1	NA	0.00473299	-0.00263663	-0.00926189
Grwd1	NA	0.00266443	-0.00269906	-0.00620432
Dzip3	NA	0.0102189	-0.00269906	-0.0143491
Phpt1	NA	0.00655391	-0.00316103	-0.0121476
Marchf6	NA	0.00779418	-0.00333146	-0.0137558
Pikfyve	NA	0.00624739	-0.0035642	-0.0123136
Zfp345	NA	0.00241728	-0.00401932	-0.0061858
Rpl15	NA	0.00188744	-0.00404823	-0.00500567
Prrg2	NA	0.0040998	-0.00418047	-0.00954905
Trmt2b	NA	0.00743577	-0.0042367	-0.0146365
Gpm6b	NA	0.00337711	-0.00461582	-0.00835582
Atn1	NA	0.0038273	-0.00479257	-0.00931154
Aph1a	NA	0.00660033	-0.00487089	-0.0141119
Inpp4a	NA	0.00241229	-0.00503499	-0.00637253
Rab4b	NA	0.00514956	-0.00527414	-0.0119952
Arl5b	NA	0.00300133	-0.00538327	-0.0077632
Ccdc55	NA	0.03345	-0.00569503	-0.0359955
Myo1f	NA	0.0154689	-0.00583247	-0.0257512
Tmbim1	NA	0.00389709	-0.00585431	-0.00979752
Cox6c	NA	0.00704431	-0.00604177	-0.01569
1600010M07Rik	NA	0.00337053	-0.00649917	-0.00880361
Zfp825	NA	0.0037507	-0.00651166	-0.00964837
Gm33023	NA	0.00338133	-0.00653522	-0.00883453
Mks1	NA	0.00352099	-0.00658421	-0.00915662
Mgarp	NA	0.00421858	-0.0066075	-0.0106756
Zfp869	NA	0.00325837	-0.00735331	-0.00868283
Ndufs4	NA	0.0133935	-0.00737993	-0.0259458
Gtf2a1	NA	0.01063	-0.00740163	-0.02227
Gm5617	NA	0.00885656	-0.00752	-0.0196454
Catsper2	NA	0.00320257	-0.00754082	-0.00857671
AW554918	NA	0.00713065	-0.00763824	-0.016748
Hk2	NA	0.039996	-0.00781075	-0.0467095
Polr2a	NA	0.0151344	-0.00782919	-0.0286272
Dact3	NA	0.00600534	-0.00827521	-0.0148443
2810414N06Rik	NA	0.00379621	-0.00829749	-0.010072
Lasp1	NA	0.00570779	-0.00845846	-0.0142925
Hnrnpr	NA	0.0105358	-0.00848428	-0.0230114
Srrm2	NA	0.111779	-0.00903376	-0.0696642
Strbp	NA	0.0114827	-0.00906674	-0.0249262
Trpm4	NA	0.0126511	-0.00936749	-0.0269456
Slc35a3	NA	0.0203727	-0.00958594	-0.037055
Znrf2	NA	0.0266583	-0.00977258	-0.043537
Tmem115	NA	0.0114101	-0.00983004	-0.025352
Tsc22d2	NA	0.0134716	-0.00987748	-0.0285935
Mink1	NA	0.0100526	-0.0100025	-0.023163
Tmem68	NA	0.0090841	-0.0101682	-0.0215023
Lrif1	NA	0.0270173	-0.0102931	-0.0448692
Ormdl3	NA	0.0289012	-0.0103484	-0.0466444
Txn2	NA	0.0158961	-0.010461	-0.0326008
D830035M03Rik	NA	0.00594345	-0.0105609	-0.0153087
Exoc7	NA	0.0136063	-0.0105792	-0.0293608
Eef1akmt4	NA	0.0139262	-0.0106685	-0.0299194
Rhoq	NA	0.0137487	-0.0108358	-0.029776
Gm11361	NA	0.00909686	-0.0109101	-0.0218403
Ano8	NA	0.00572114	-0.0109117	-0.0148868
Trappc2l	NA	0.0268066	-0.0111684	-0.0462499
Cx3cr1	NA	0.00494624	-0.0112242	-0.0131669
Nt5dc1	NA	0.00657885	-0.0113109	-0.0168531
Mtrr	NA	0.0116803	-0.0113515	-0.0267289
Stx4a	NA	0.039034	-0.0113809	-0.0568302
Gm45051	NA	0.00670987	-0.0114384	-0.0171647
Ing3	NA	0.0124008	-0.0115293	-0.0280613
Dhx9	NA	0.0261775	-0.0115309	-0.0462193
Hsp90ab1	NA	0.0148027	-0.0119085	-0.0322116
Ppapdc1b	NA	0.0303548	-0.0121142	-0.0513261
Kif13b	NA	0.0290845	-0.0121191	-0.050113
Pak1ip1	NA	0.0312503	-0.0125581	-0.0529666
Lrrc8c	NA	0.0373936	-0.0131776	-0.059632
Sdcbp	NA	0.0116278	-0.0132735	-0.0275751
Ube2q1	NA	0.0497088	-0.0132842	-0.0688748
Elmod3	NA	0.0150454	-0.0133783	-0.0335991
Hcls1	NA	0.0240767	-0.0138226	-0.0469527
Rpl17	NA	0.00912925	-0.014483	-0.0230429
Dusp23	NA	0.0137956	-0.0147483	-0.0322016
Gm10602	NA	0.00763205	-0.0147817	-0.0198635
Riok2	NA	0.0394855	-0.0149974	-0.0650165
Plekhf2	NA	0.0278495	-0.0151815	-0.0532094
Bmpr2	NA	0.0261463	-0.015694	-0.0516782
Slc25a13	NA	0.0240134	-0.0158865	-0.0490333
Ankfy1	NA	0.0388837	-0.0159785	-0.0662217
Rhof	NA	0.028075	-0.0160602	-0.0545312
Mrps5	NA	0.0435861	-0.0161132	-0.070763
Puf60	NA	0.0452124	-0.0163074	-0.0725425
Gatad2a	NA	0.0525742	-0.0163493	-0.0784613
Eef1d	NA	0.0596464	-0.0164008	-0.0834756
Arhgap21	NA	0.0240985	-0.0166358	-0.0498448
R3hcc1l	NA	0.0213553	-0.0166359	-0.0458275
Drg1	NA	0.0242807	-0.0168143	-0.050262
H2afv	NA	0.0166342	-0.0171749	-0.038437
Vps35	NA	0.0442567	-0.0174666	-0.0738777
AI987944	NA	0.0561834	-0.0175731	-0.0839287
Narfl	NA	0.0405192	-0.0176934	-0.0706651
A830009L08Rik	NA	0.00988659	-0.0182077	-0.0254987
BC043934	NA	0.00988659	-0.0182077	-0.0254987
Gsk3a	NA	0.0570558	-0.0185725	-0.0868161
Dmap1	NA	0.0231694	-0.0187376	-0.0501578
Clk3	NA	0.0331661	-0.0188635	-0.0640704
Slc35c2	NA	0.0205737	-0.0189091	-0.0461142
Stub1	NA	0.0172368	-0.0190914	-0.0404224
M6pr	NA	0.022497	-0.0192917	-0.0494819
Rad17	NA	0.0483938	-0.0193375	-0.0810149
Rabgef1	NA	0.0264251	-0.0195033	-0.0556395
Scfd2	NA	0.0522151	-0.0198041	-0.0853139
Fam175a	NA	0.0383785	-0.0200465	-0.0717226
Creb1	NA	0.0864732	-0.0201375	-0.109613
Dnajc18	NA	0.0278365	-0.0202134	-0.0582768
Rgs3	NA	0.015851	-0.0208241	-0.0384971
Tep1	NA	0.0142483	-0.0209524	-0.0353518
Snx12	NA	0.041744	-0.0209823	-0.0767691
Lipt1	NA	0.0206055	-0.0216309	-0.0476303
Ptpn4	NA	0.0292338	-0.0217593	-0.0615717
Gcdh	NA	0.0327305	-0.0217733	-0.0665255
Adipor1	NA	0.078519	-0.0218358	-0.109577
Chrac1	NA	0.0235075	-0.0222009	-0.0529108
Trim45	NA	0.0209087	-0.0226409	-0.048646
Brd9	NA	0.0303294	-0.0233076	-0.0643997
Zmpste24	NA	0.0781948	-0.0233368	-0.113007
Dnajc13	NA	0.0889452	-0.0235631	-0.120566
Cchcr1	NA	0.033166	-0.0236383	-0.0687898
Arhgap30	NA	0.0785794	-0.0237742	-0.114294
Exoc1	NA	0.0389871	-0.0238518	-0.0768498
2410004B18Rik	NA	0.0397641	-0.0239299	-0.0779233
Aes	NA	0.098521	-0.0239379	-0.127161
Cks2	NA	0.0213115	-0.0240618	-0.050006
Gnai2	NA	0.0977977	-0.0243251	-0.127835
Hes6	NA	0.0751405	-0.0244234	-0.113239
Ncbp2	NA	0.0256998	-0.0245473	-0.0578981
Arl6ip6	NA	0.0274255	-0.0246073	-0.0607763
Mrps33	NA	0.0405646	-0.0247368	-0.0797902
Ttc33	NA	0.0498644	-0.0247966	-0.090881
Ttll12	NA	0.0773739	-0.0249517	-0.116054
Ubr5	NA	0.0652226	-0.0249786	-0.106259
Btnl9	NA	0.0460084	-0.0249816	-0.0867358
Tmed9	NA	0.158275	-0.0249852	-0.156114
Pigu	NA	0.023603	-0.0250183	-0.0545384
Gtf2e1	NA	0.0405328	-0.0250783	-0.0801012
Mea1	NA	0.0430381	-0.0251024	-0.083293
Emc10	NA	0.0342575	-0.025589400000000002	-0.0719565
Bend3	NA	0.0111834	-0.0255939	-0.0296166
Zfp418	NA	0.0136282	-0.0256125	-0.0351224
D15Ertd621e	NA	0.0601389	-0.0257668	-0.102904
Ears2	NA	0.0472302	-0.025935	-0.0893159
Abl1	NA	0.09504	-0.02595	-0.130481
Hsf2bp	NA	0.0178058	-0.0261389	-0.0440238
Dhdh	NA	0.0178058	-0.0261389	-0.0440238
Gm26590	NA	0.0178058	-0.0261389	-0.0440238
Gm36660	NA	0.0178058	-0.0261389	-0.0440238
Ccdc78	NA	0.0178058	-0.0261389	-0.0440238
Calm2	NA	0.0842173	-0.0263001	-0.124032
Nlrp1b	NA	0.00707604	-0.026345	-0.019697
Spocd1	NA	0.0143058	-0.0264283	-0.0367577
Dgka	NA	0.0314781	-0.0264351	-0.0683842
Ppp1r11	NA	0.0534679	-0.0265578	-0.0971923
Polr3f	NA	0.0162864	-0.0265832	-0.0410185
Alg2	NA	0.0325368	-0.0266124	-0.0701421
Slc51a	NA	0.0142996	-0.0266883	-0.0367942
Kbtbd3	NA	0.0358806	-0.0270166	-0.0754446
Yy1	NA	0.180225	-0.0270897	-0.171403
Larp7	NA	0.0816746	-0.0274773	-0.124652
Nudt16	NA	0.0521732	-0.0275583	-0.0970336
Chmp4b	NA	0.0748438	-0.0276179	-0.119406
Kctd18	NA	0.0426624	-0.0276909	-0.0854625
Pcm1	NA	0.0807332	-0.0278826	-0.124737
Prrc2a	NA	0.0327605	-0.028115	-0.0714967
Fam65b	NA	0.0488313	-0.028145	-0.0937742
Ppig	NA	0.0696333	-0.028201	-0.115854
Chchd3	NA	0.114194	-0.0283168	-0.148077
Qars	NA	0.0723611	-0.0283498	-0.118576
Safb	NA	0.0839804	-0.0285168	-0.128568
Klhl7	NA	0.0709264	-0.0287583	-0.11798
2610001J05Rik	NA	0.0494782	-0.0288191	-0.0953083
Pik3r4	NA	0.0357937	-0.0293375	-0.0770162
Gm15261	NA	0.0143116	-0.0298489	-0.0373661
Gm36208	NA	0.0143116	-0.0298489	-0.0373661
Neurl1a	NA	0.0143689	-0.0298658	-0.0374975
AI182371	NA	0.0143689	-0.0298658	-0.0374975
Cmtm3	NA	0.0143689	-0.0298658	-0.0374975
Mgat4e	NA	0.0143689	-0.0298658	-0.0374975
Arpc1a	NA	0.023114	-0.030039	-0.0556688
Il10rb	NA	0.021872	-0.0301783	-0.053309
Cdpf1	NA	0.0294214	-0.0302443	-0.0672047
Cdk10	NA	0.0393554	-0.0305209	-0.0832156
Lats2	NA	0.0364676	-0.0305567	-0.0788781
Abcb7	NA	0.0515417	-0.0307617	-0.0999448
Tjp2	NA	0.127833	-0.0310732	-0.163204
Psmd7	NA	0.056554	-0.0311749	-0.106457
Zfp652os	NA	0.0318047	-0.0315174	-0.0719137
Phip	NA	0.138635	-0.0316832	-0.170625
Ntpcr	NA	0.0478911	-0.0317542	-0.0962184
Card9	NA	0.0303271	-0.0317867	-0.0695197
Elp3	NA	0.0516654	-0.031941	-0.101316
Nufip1	NA	0.0885242	-0.0321426	-0.139291
Mrps23	NA	0.0442768	-0.0323361	-0.0917446
Susd6	NA	0.0173904	-0.0327241	-0.0446674
Mfsd1	NA	0.0376434	-0.032726	-0.0821156
Zfp932	NA	0.0388575	-0.0328032	-0.0840579
Nol9	NA	0.0609275	-0.0328248	-0.113481
Smg8	NA	0.0163872	-0.0328892	-0.0424928
Mettl21a	NA	0.0262291	-0.0330648	-0.0626442
Cdca7l	NA	0.0477928	-0.0331149	-0.097297
Rps21	NA	0.0404274	-0.0334164	-0.0868773
St13	NA	0.0999487	-0.0334485	-0.150877
Lnx2	NA	0.0366154	-0.0337825	-0.0811114
Ptbp1	NA	0.0608832	-0.0338793	-0.114664
Ltb	NA	0.0722439	-0.0339568	-0.127252
Tmem50a	NA	0.0399367	-0.0343226	-0.086716
Acsf3	NA	0.0296923	-0.0343982	-0.0695493
Tet2	NA	0.0476907	-0.0344801	-0.0982988
Cep70	NA	0.0566403	-0.0346419	-0.110332
Gtpbp1	NA	0.0499457	-0.0349426	-0.101816
BC002059	NA	0.0268707	-0.0350707	-0.0645588
Fnta	NA	0.0434445	-0.0351407	-0.0926269
Ppp1r8	NA	0.11417	-0.0352225	-0.164976
Trim32	NA	0.0273371	-0.0353583	-0.0655436
Kcnc3	NA	0.0226305	-0.0355556	-0.0563323
2210018M11Rik	NA	0.0965839	-0.0357074	-0.152557
Notch3	NA	0.0272389	-0.0357485	-0.0654893
Gm19385	NA	0.0272389	-0.0357485	-0.0654893
Pdia2	NA	0.0272389	-0.0357485	-0.0654893
Tmtc4	NA	0.0333835	-0.0363367	-0.0769599
Bbs12	NA	0.022828	-0.0365726	-0.0569882
Cnot10	NA	0.0794272	-0.0365975	-0.138303
Lrp5	NA	0.0193187	-0.0366106	-0.0495788
Ttpal	NA	0.0513216	-0.0369333	-0.105376
Lcp2	NA	0.144128	-0.0370447	-0.188268
Eif4b	NA	0.176099	-0.0370682	-0.204725
Zfp599	NA	0.050153	-0.0370842	-0.103853
Mllt11	NA	0.0499552	-0.0373833	-0.103804
9430016H08Rik	NA	0.0507414	-0.0374684	-0.104988
Sil1	NA	0.0415484	-0.0377465	-0.091352
Spry2	NA	0.0415046	-0.0380958	-0.0914848
Mmp14	NA	0.0200829	-0.0382225	-0.0515333
Styxl1	NA	0.0200829	-0.0382225	-0.0515333
Ppp1r12c	NA	0.197474	-0.0382717	-0.217828
Ubox5	NA	0.0374689	-0.0384925	-0.0850265
Baz2a	NA	0.102803	-0.0386198	-0.162999
U2af2	NA	0.0814331	-0.0386584	-0.143229
Rnf187	NA	0.0434188	-0.0390714	-0.0951093
Cpped1	NA	0.123663	-0.0390841	-0.179984
Slc19a1	NA	0.140648	-0.039096	-0.191289
Cox10	NA	0.0673099	-0.0391065	-0.128089
Kcne3	NA	0.024902	-0.0392156	-0.0618838
Hnf1a	NA	0.024902	-0.0392156	-0.0618838
Slc46a1	NA	0.0194489	-0.0393722	-0.0503423
4930429F24Rik	NA	0.029864	-0.0394085	-0.0717116
Mybpc3	NA	0.029864	-0.0394085	-0.0717116
Kdm4d	NA	0.029864	-0.0394085	-0.0717116
Znrd1	NA	0.0372866	-0.0394934	-0.0851911
Akt2	NA	0.0962689	-0.0398483	-0.159358
Fundc1	NA	0.109018	-0.0400967	-0.170805
Hmbox1	NA	0.0444057	-0.0401075	-0.0972865
Gm15489	NA	0.0220589	-0.040141	-0.0561535
Mecr	NA	0.0611762	-0.0402042	-0.121496
ENSMUSG00000114797	NA	0.150363	-0.0404594	-0.200525
Ptdss1	NA	0.140055	-0.0407075	-0.194683
Anapc4	NA	0.0779402	-0.0412718	-0.142842
Klc2	NA	0.049015	-0.0413058	-0.105191
Nop14	NA	0.0798817	-0.0413621	-0.145097
Papd5	NA	0.164876	-0.0413741	-0.211207
Ecd	NA	0.197975	-0.0417158	-0.228797
Rabif	NA	0.0235008	-0.0418124	-0.0595557
Wwc2	NA	0.108714	-0.04184	-0.173634
Asna1	NA	0.165522	-0.0420208	-0.213242
Gm37933	NA	0.0193055	-0.0421275	-0.0504442
Cdkn2c	NA	0.111833	-0.0423683	-0.177186
Nsun2	NA	0.038653	-0.0425332	-0.0889349
Pros1	NA	0.070077	-0.042635	-0.135118
Psmf1	NA	0.0544163	-0.0428143	-0.114269
Phkg1	NA	0.0505165	-0.0428726	-0.10849
Xrcc6	NA	0.051134400000000003	-0.0428859	-0.109438
Copb2	NA	0.237671	-0.0429758	-0.249304
Trp53rka	NA	0.0850917	-0.0431983	-0.153034
Dpm3	NA	0.0838366	-0.0434463	-0.151981
Qrich1	NA	0.0923277	-0.0435383	-0.161028
Cep89	NA	0.102929	-0.0438633	-0.171777
Scaf4	NA	0.0909162	-0.0439792	-0.160178
Ogfod1	NA	0.102895	-0.044034	-0.172006
2310039H08Rik	NA	0.0893958	-0.0440958	-0.158749
Lclat1	NA	0.0393968	-0.04413	-0.0909276
2310067B10Rik	NA	0.182928	-0.0442383	-0.22855
Gstt2	NA	0.0465745	-0.0443191	-0.103142
Fkbp8	NA	0.388039	-0.0447206	-0.298789
A930004D18Rik	NA	0.0212704	-0.0447217	-0.0552253
Zfp764	NA	0.0386525	-0.044819	-0.0898927
C920021L13Rik	NA	0.0265954	-0.0448375	-0.0666854
Tmx1	NA	0.102296	-0.0449808	-0.172863
Agbl5	NA	0.0376479	-0.0451325	-0.0882074
Gpr146	NA	0.0787222	-0.0451359	-0.148126
Rab24	NA	0.157185	-0.0451392	-0.215827
Gm46447	NA	0.0320523	-0.0452522	-0.0777464
Igsf9	NA	0.0320523	-0.0452522	-0.0777464
A830005F24Rik	NA	0.0320523	-0.0452522	-0.0777464
Gm10053	NA	0.0320523	-0.0452522	-0.0777464
Ufc1	NA	0.155781	-0.0459042	-0.216648
Pxmp4	NA	0.061431	-0.0459816	-0.12665
Mtfr1l	NA	0.160962	-0.0460399	-0.220284
Stxbp5	NA	0.139379	-0.0464386	-0.206397
Ik	NA	0.312503	-0.0465052	-0.287073
Sec61b	NA	0.1667	-0.0468307	-0.225701
Brd7	NA	0.0904978	-0.0470697	-0.163648
Bag5	NA	0.0664321	-0.0471035	-0.134445
Npat	NA	0.0834611	-0.0471249	-0.155813
Itfg1	NA	0.0869659	-0.0474409	-0.160172
0610009B22Rik	NA	0.0315127	-0.0476133	-0.0773448
Pwp1	NA	0.0863547	-0.047685	-0.159755
Fam109a	NA	0.0444947	-0.0477426	-0.101365
Mpv17l2	NA	0.0586439	-0.0477466	-0.123892
Gm9938	NA	0.0252709	-0.0479834	-0.0645163
Itsn2	NA	0.243877	-0.0480928	-0.268339
Dnajb13	NA	0.022864	-0.04825	-0.0593015
Pla2g1b	NA	0.0531163	-0.0483099	-0.115815
Lrp2bp	NA	0.021381	-0.0484726	-0.0560088
Cops4	NA	0.104381	-0.04848	-0.179878
Hmbs	NA	0.0946497	-0.0486694	-0.170082
Hdac3	NA	0.0706645	-0.0490275	-0.141728
Ccdc85c	NA	0.0752242	-0.0490392	-0.147694
Lmo4	NA	0.054892	-0.0492124	-0.119119
1190002N15Rik	NA	0.135569	-0.0492258	-0.208733
Sptan1	NA	0.138177	-0.0493042	-0.210934
Myo1c	NA	0.0952533	-0.0494658	-0.171699
Dnah8	NA	0.0247225	-0.0496717	-0.0636182
Pi16	NA	0.0207873	-0.04982	-0.0548268
Idua	NA	0.204314	-0.0499375	-0.254938
Eif2ak2	NA	0.0982046	-0.0499508	-0.175456
Mbd3	NA	0.0633187	-0.0501043	-0.132344
Rab11fip4	NA	0.0197745	-0.0504391	-0.0525555
Ccdc43	NA	0.105543	-0.0506084	-0.183912
Wac	NA	0.0567799	-0.0506582	-0.122903
Ercc1	NA	0.107765	-0.0507282	-0.186305
Rab25	NA	0.0432013	-0.0507418	-0.100363
Appl2	NA	0.0604049	-0.0509024	-0.128582
Klf9	NA	0.0610299	-0.0509892	-0.129574
Nicn1	NA	0.134318	-0.0509974	-0.210823
Itsn1	NA	0.0845344	-0.0511057	-0.161236
Pcgf3	NA	0.161954	-0.0511541	-0.23204
Zfp652	NA	0.0751363	-0.051236	-0.149511
Sdad1	NA	0.204062	-0.0512797	-0.258253
Zeb2os	NA	0.0293243	-0.0513525	-0.0737573
Peg12	NA	0.0492659	-0.0516382	-0.111263
Col23a1	NA	0.0268941	-0.0522717	-0.068772
Anp32b	NA	0.0853881	-0.0525169	-0.163661
Zfp770	NA	0.072075	-0.0528843	-0.146731
Mamdc2	NA	0.0673278	-0.0529706	-0.140125
Trabd	NA	0.087724	-0.0530432	-0.167011
Zfp867	NA	0.02437	-0.0530724	-0.0633601
Snx4	NA	0.255903	-0.05351	-0.289904
Bbs5	NA	0.0231585	-0.053525	-0.0606973
Esrra	NA	0.0471596	-0.0535258	-0.10847
Med7	NA	0.104924	-0.0535641	-0.187021
Dpm2	NA	0.21227	-0.053635	-0.268692
Ids	NA	0.152453	-0.0539734	-0.230556
Clp1	NA	0.033287	-0.0539933	-0.0824911
Rft1	NA	0.0567073	-0.0540377	-0.12468
Hexim2	NA	0.0651492	-0.0540915	-0.137704
Cbln3	NA	0.0254866	-0.0541583	-0.0659988
Aaas	NA	0.100965	-0.0541849	-0.183479
